ID;UF;LON;LAT;ANNUAL;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC
4613;Paraná;-53.4490;-24.7005;4799;6288;5554;5216;4374;3422;3031;3222;4220;4464;5251;6064;6481
4614;Paraná;-53.3490;-24.7005;4802;6316;5590;5231;4341;3425;3036;3225;4219;4459;5239;6066;6476
4615;Paraná;-53.2490;-24.7005;4809;6379;5559;5242;4349;3453;3039;3255;4233;4465;5224;6048;6456
4616;Paraná;-53.1490;-24.7005;4818;6331;5611;5276;4366;3460;3027;3249;4241;4469;5245;6092;6446
4617;Paraná;-53.0490;-24.7005;4822;6258;5605;5296;4413;3478;3034;3240;4241;4477;5274;6106;6447
4618;Paraná;-52.9490;-24.7005;4810;6247;5525;5309;4400;3455;3040;3247;4252;4454;5273;6085;6433
4619;Paraná;-52.8490;-24.7005;4802;6235;5520;5287;4395;3453;3038;3236;4249;4457;5273;6082;6401
4620;Paraná;-52.7490;-24.7005;4797;6237;5504;5245;4402;3445;3048;3232;4257;4461;5249;6073;6407
4621;Paraná;-52.6490;-24.7005;4805;6289;5558;5239;4437;3454;3052;3247;4250;4465;5217;6033;6420
4622;Paraná;-52.5490;-24.7005;4789;6273;5589;5188;4418;3457;3040;3260;4253;4438;5185;6004;6362
4623;Paraná;-52.4490;-24.7005;4780;6245;5581;5174;4416;3463;3030;3273;4260;4440;5184;5994;6293
4624;Paraná;-52.3490;-24.7005;4784;6191;5637;5211;4430;3471;3033;3266;4276;4453;5182;6018;6240
4625;Paraná;-52.2490;-24.7005;4784;6178;5674;5178;4431;3467;3045;3272;4276;4443;5185;6009;6251
4626;Paraná;-52.1490;-24.7005;4794;6129;5665;5166;4447;3453;3063;3297;4283;4453;5235;6052;6284
4627;Paraná;-52.0490;-24.7005;4787;6063;5621;5179;4433;3460;3066;3299;4293;4469;5237;6079;6239
4628;Paraná;-51.9490;-24.7005;4783;6021;5625;5185;4418;3454;3076;3293;4294;4482;5261;6071;6218
4629;Paraná;-51.8490;-24.7005;4752;5916;5624;5114;4395;3416;3027;3321;4292;4495;5216;6027;6183
4630;Paraná;-51.7490;-24.7005;4727;5840;5610;5105;4346;3411;3001;3321;4286;4490;5158;5978;6172
4631;Paraná;-51.6490;-24.7005;4706;5797;5614;5088;4341;3398;2968;3315;4279;4474;5109;5941;6153
4632;Paraná;-51.5490;-24.7005;4728;5942;5624;5082;4381;3394;2970;3281;4261;4463;5119;6009;6209
4633;Paraná;-51.4490;-24.7005;4773;6018;5726;5141;4418;3431;2981;3259;4284;4475;5204;6063;6279
4634;Paraná;-51.3490;-24.7005;4744;5966;5687;5085;4374;3420;2965;3253;4284;4462;5163;6022;6243
4635;Paraná;-51.2490;-24.7005;4680;5828;5561;5036;4324;3391;2918;3198;4214;4427;5125;5948;6189
4636;Paraná;-51.1490;-24.7005;4639;5758;5494;5032;4302;3349;2904;3197;4211;4402;5060;5836;6120
4637;Paraná;-51.0490;-24.7005;4624;5740;5449;4998;4304;3353;2942;3216;4238;4405;5010;5786;6046
4638;Paraná;-50.9490;-24.7005;4643;5738;5528;5010;4276;3360;2968;3240;4224;4426;5040;5847;6060
4639;Paraná;-50.8490;-24.7005;4624;5680;5518;4960;4251;3372;2959;3241;4221;4416;5009;5821;6040
4640;Paraná;-50.7490;-24.7005;4615;5677;5523;4970;4234;3373;2949;3231;4222;4400;5004;5791;6009
4641;Paraná;-50.6490;-24.7005;4620;5662;5478;4970;4278;3386;2977;3246;4223;4392;4989;5823;6012
4642;Paraná;-50.5490;-24.7005;4621;5659;5466;4959;4269;3392;2997;3255;4233;4392;5009;5812;6008
4643;Paraná;-50.4490;-24.7005;4619;5666;5433;4939;4259;3377;2998;3247;4229;4398;5050;5821;6009
4644;Paraná;-50.3490;-24.7005;4634;5747;5461;4915;4268;3392;3004;3268;4213;4420;5032;5819;6068
4645;Paraná;-50.2490;-24.7005;4640;5697;5464;4931;4261;3400;3016;3273;4237;4430;5056;5826;6089
4646;Paraná;-50.1490;-24.7005;4503;5477;5361;4781;4156;3280;2932;3175;4162;4296;4857;5643;5917
4647;Paraná;-50.0490;-24.7005;4427;5424;5320;4686;4063;3242;2891;3118;4118;4231;4755;5500;5774
4648;Paraná;-49.9490;-24.7005;4403;5432;5286;4655;4014;3224;2877;3099;4099;4205;4713;5470;5766
4649;Paraná;-49.8490;-24.7005;4382;5457;5246;4623;3985;3221;2860;3089;4091;4172;4674;5416;5749
4650;Paraná;-49.7490;-24.7005;4348;5370;5280;4569;3976;3215;2847;3070;4091;4130;4601;5337;5685
4651;Paraná;-49.6490;-24.7005;4286;5250;5241;4507;3934;3163;2825;3005;4035;4027;4522;5303;5617
4652;Paraná;-49.5490;-24.7005;4204;5136;5140;4469;3871;3123;2773;2922;3931;3935;4413;5213;5528
4653;Paraná;-49.4490;-24.7005;4146;5102;5097;4486;3807;3086;2704;2855;3830;3862;4351;5116;5456
4654;Paraná;-49.3490;-24.7005;4141;5165;5129;4537;3790;3075;2652;2807;3764;3838;4324;5127;5486
4655;Paraná;-49.2490;-24.7005;4163;5307;5160;4580;3821;3053;2620;2760;3711;3833;4351;5201;5561
4656;Paraná;-49.1490;-24.7005;4219;5388;5317;4631;3881;3088;2648;2746;3727;3862;4424;5261;5653
4657;Paraná;-49.0490;-24.7005;4241;5423;5358;4668;3897;3096;2680;2764;3728;3866;4440;5268;5707
4658;Paraná;-48.9490;-24.7005;4229;5429;5338;4678;3900;3094;2672;2762;3690;3849;4415;5233;5687
4659;Paraná;-48.8490;-24.7005;4234;5474;5366;4686;3933;3121;2665;2764;3681;3830;4364;5195;5726
4660;Paraná;-48.7490;-24.7005;4207;5460;5372;4613;3938;3119;2656;2761;3676;3759;4301;5125;5701
4661;Paraná;-48.6490;-24.7005;4143;5388;5278;4574;3895;3089;2655;2737;3613;3680;4215;5015;5575
4662;Paraná;-48.5490;-24.7005;4071;5314;5254;4510;3813;3040;2635;2694;3523;3603;4122;4872;5470
4675;Paraná;-54.3490;-24.6005;4803;6307;5860;5310;4315;3320;2921;3131;4106;4370;5295;6149;6554
4676;Paraná;-54.2490;-24.6005;4812;6299;5864;5343;4331;3330;2933;3132;4117;4390;5304;6135;6570
4677;Paraná;-54.1490;-24.6005;4811;6279;5747;5306;4312;3372;2971;3156;4151;4442;5293;6137;6566
4678;Paraná;-54.0490;-24.6005;4806;6231;5721;5277;4312;3375;2987;3192;4178;4444;5286;6131;6541
4679;Paraná;-53.9490;-24.6005;4803;6190;5640;5280;4320;3400;2988;3214;4187;4446;5297;6143;6529
4680;Paraná;-53.8490;-24.6005;4811;6233;5635;5282;4339;3424;2998;3220;4199;4457;5283;6138;6528
4681;Paraná;-53.7490;-24.6005;4813;6286;5649;5237;4358;3423;3008;3221;4213;4459;5281;6115;6506
4682;Paraná;-53.6490;-24.6005;4812;6327;5638;5152;4391;3428;3025;3222;4212;4500;5263;6086;6504
4683;Paraná;-53.5490;-24.6005;4824;6382;5578;5257;4385;3446;3046;3238;4187;4503;5263;6110;6500
4684;Paraná;-53.4490;-24.6005;4822;6344;5598;5268;4387;3442;3048;3244;4192;4488;5283;6100;6473
4685;Paraná;-53.3490;-24.6005;4817;6309;5606;5239;4377;3442;3059;3258;4213;4492;5281;6061;6467
4686;Paraná;-53.2490;-24.6005;4819;6364;5602;5270;4395;3459;3048;3255;4240;4480;5245;6032;6438
4687;Paraná;-53.1490;-24.6005;4834;6325;5638;5303;4408;3470;3056;3245;4262;4487;5266;6095;6452
4688;Paraná;-53.0490;-24.6005;4827;6285;5583;5310;4407;3494;3046;3245;4248;4473;5243;6103;6485
4689;Paraná;-52.9490;-24.6005;4805;6232;5525;5242;4421;3459;3045;3250;4247;4472;5238;6076;6454
4690;Paraná;-52.8490;-24.6005;4808;6255;5550;5216;4423;3476;3041;3256;4253;4479;5235;6075;6440
4691;Paraná;-52.7490;-24.6005;4792;6262;5498;5164;4409;3474;3038;3266;4236;4467;5209;6032;6450
4692;Paraná;-52.6490;-24.6005;4785;6282;5544;5140;4399;3468;3035;3289;4241;4444;5169;5995;6412
4693;Paraná;-52.5490;-24.6005;4778;6287;5565;5126;4379;3465;3036;3295;4258;4434;5171;5967;6351
4694;Paraná;-52.4490;-24.6005;4763;6277;5568;5127;4356;3460;3037;3293;4266;4415;5138;5945;6273
4695;Paraná;-52.3490;-24.6005;4771;6207;5613;5146;4366;3477;3054;3301;4272;4434;5151;5953;6277
4696;Paraná;-52.2490;-24.6005;4789;6173;5646;5188;4407;3471;3070;3308;4296;4450;5203;5991;6269
4697;Paraná;-52.1490;-24.6005;4801;6097;5665;5194;4445;3469;3102;3324;4313;4468;5228;6058;6248
4698;Paraná;-52.0490;-24.6005;4816;6098;5699;5236;4461;3457;3088;3321;4299;4490;5253;6127;6263
4699;Paraná;-51.9490;-24.6005;4821;6108;5717;5246;4461;3451;3079;3329;4290;4505;5271;6140;6249
4700;Paraná;-51.8490;-24.6005;4811;6072;5694;5203;4417;3489;3081;3339;4315;4532;5232;6091;6263
4701;Paraná;-51.7490;-24.6005;4788;5991;5671;5186;4428;3476;3075;3326;4295;4521;5213;6046;6225
4702;Paraná;-51.6490;-24.6005;4738;5906;5674;5094;4417;3443;3023;3304;4272;4486;5114;5965;6164
4703;Paraná;-51.5490;-24.6005;4736;5929;5657;5115;4376;3440;2982;3278;4268;4463;5132;5977;6211
4704;Paraná;-51.4490;-24.6005;4796;6066;5753;5167;4428;3446;3025;3290;4295;4489;5230;6060;6307
4705;Paraná;-51.3490;-24.6005;4812;6098;5759;5181;4429;3456;3051;3291;4307;4503;5260;6075;6333
4706;Paraná;-51.2490;-24.6005;4757;5881;5599;5150;4436;3443;3035;3302;4314;4489;5191;6019;6229
4707;Paraná;-51.1490;-24.6005;4696;5772;5540;5065;4362;3427;3020;3304;4282;4470;5106;5903;6102
4708;Paraná;-51.0490;-24.6005;4683;5790;5555;5028;4341;3403;3016;3293;4256;4447;5084;5898;6084
4709;Paraná;-50.9490;-24.6005;4704;5812;5611;5107;4372;3387;3021;3284;4285;4454;5101;5903;6105
4710;Paraná;-50.8490;-24.6005;4669;5726;5542;5050;4312;3378;3010;3275;4271;4444;5077;5871;6071
4711;Paraná;-50.7490;-24.6005;4636;5685;5495;5023;4293;3367;2966;3271;4259;4410;5019;5821;6026
4712;Paraná;-50.6490;-24.6005;4651;5716;5527;4997;4324;3405;2992;3279;4267;4415;5020;5839;6030
4713;Paraná;-50.5490;-24.6005;4649;5722;5487;4966;4313;3416;3003;3295;4254;4424;5022;5844;6046
4714;Paraná;-50.4490;-24.6005;4649;5730;5468;4959;4306;3414;3004;3285;4247;4436;5039;5859;6045
4715;Paraná;-50.3490;-24.6005;4657;5712;5486;4913;4315;3426;3027;3295;4251;4424;5058;5857;6117
4716;Paraná;-50.2490;-24.6005;4644;5641;5439;4927;4302;3431;3037;3298;4272;4438;5057;5822;6066
4717;Paraná;-50.1490;-24.6005;4585;5519;5399;4893;4264;3390;3001;3246;4235;4380;4959;5736;6003
4718;Paraná;-50.0490;-24.6005;4500;5417;5382;4764;4136;3321;2951;3182;4201;4305;4853;5626;5856
4719;Paraná;-49.9490;-24.6005;4462;5397;5328;4716;4103;3285;2929;3151;4186;4279;4796;5563;5811
4720;Paraná;-49.8490;-24.6005;4414;5381;5271;4625;4084;3257;2911;3127;4159;4220;4715;5474;5743
4721;Paraná;-49.7490;-24.6005;4399;5359;5361;4634;4020;3237;2914;3105;4138;4188;4678;5435;5718
4722;Paraná;-49.6490;-24.6005;4365;5273;5335;4628;4010;3225;2890;3076;4112;4129;4628;5379;5687
4723;Paraná;-49.5490;-24.6005;4311;5206;5250;4602;3988;3189;2880;3049;4053;4061;4549;5298;5615
4724;Paraná;-49.4490;-24.6005;4183;5046;5119;4485;3839;3102;2809;2946;3934;3920;4367;5124;5502
4725;Paraná;-49.3490;-24.6005;4128;5058;5075;4441;3790;3082;2727;2852;3845;3824;4305;5081;5450
4726;Paraná;-49.2490;-24.6005;4146;5152;5111;4472;3830;3098;2703;2814;3801;3828;4336;5108;5492
4728;Paraná;-49.0490;-24.6005;4189;5286;5219;4590;3894;3083;2698;2783;3748;3815;4392;5185;5577
4747;Paraná;-54.3490;-24.5005;4799;6281;5808;5307;4308;3335;2935;3145;4131;4383;5293;6122;6535
4748;Paraná;-54.2490;-24.5005;4820;6316;5850;5364;4334;3349;2949;3145;4134;4408;5306;6132;6552
4749;Paraná;-54.1490;-24.5005;4816;6250;5765;5324;4326;3378;2987;3175;4169;4471;5297;6124;6532
4750;Paraná;-54.0490;-24.5005;4814;6221;5713;5290;4331;3394;2997;3197;4184;4474;5298;6120;6551
4751;Paraná;-53.9490;-24.5005;4815;6202;5669;5286;4353;3403;3000;3208;4203;4475;5290;6140;6552
4752;Paraná;-53.8490;-24.5005;4824;6224;5638;5294;4370;3416;3007;3216;4223;4502;5298;6152;6544
4753;Paraná;-53.7490;-24.5005;4827;6256;5661;5255;4385;3433;3024;3228;4224;4499;5293;6133;6533
4754;Paraná;-53.6490;-24.5005;4829;6292;5670;5206;4404;3437;3040;3232;4219;4508;5289;6117;6537
4755;Paraná;-53.5490;-24.5005;4833;6327;5630;5262;4385;3459;3040;3238;4200;4514;5293;6125;6519
4756;Paraná;-53.4490;-24.5005;4833;6315;5654;5270;4388;3454;3053;3247;4221;4499;5296;6105;6497
4757;Paraná;-53.3490;-24.5005;4826;6289;5678;5239;4376;3455;3050;3257;4229;4503;5291;6070;6469
4758;Paraná;-53.2490;-24.5005;4829;6334;5644;5258;4389;3477;3054;3256;4243;4499;5288;6060;6445
4759;Paraná;-53.1490;-24.5005;4828;6303;5648;5272;4412;3466;3054;3246;4248;4475;5271;6084;6453
4760;Paraná;-53.0490;-24.5005;4823;6266;5594;5256;4438;3483;3049;3250;4239;4481;5239;6090;6494
4761;Paraná;-52.9490;-24.5005;4809;6271;5557;5210;4430;3475;3061;3266;4213;4470;5230;6053;6476
4762;Paraná;-52.8490;-24.5005;4805;6268;5549;5173;4426;3480;3064;3276;4226;4456;5240;6039;6458
4763;Paraná;-52.7490;-24.5005;4798;6292;5547;5108;4423;3486;3066;3283;4234;4460;5202;6015;6454
4764;Paraná;-52.6490;-24.5005;4797;6286;5611;5119;4411;3476;3066;3302;4238;4453;5197;5976;6430
4765;Paraná;-52.5490;-24.5005;4791;6296;5598;5108;4392;3480;3069;3309;4251;4441;5185;5958;6401
4766;Paraná;-52.4490;-24.5005;4785;6263;5641;5106;4380;3483;3072;3309;4272;4432;5166;5958;6343
4767;Paraná;-52.3490;-24.5005;4777;6150;5631;5133;4393;3459;3080;3307;4296;4452;5177;5942;6303
4768;Paraná;-52.2490;-24.5005;4786;6101;5627;5168;4435;3465;3085;3307;4301;4467;5193;6023;6260
4769;Paraná;-52.1490;-24.5005;4811;6073;5682;5196;4476;3468;3102;3313;4318;4500;5238;6083;6280
4770;Paraná;-52.0490;-24.5005;4836;6089;5727;5256;4502;3471;3112;3322;4313;4532;5251;6139;6314
4771;Paraná;-51.9490;-24.5005;4840;6089;5741;5261;4493;3481;3113;3324;4302;4535;5269;6156;6318
4772;Paraná;-51.8490;-24.5005;4832;6064;5727;5241;4467;3496;3087;3333;4322;4541;5270;6124;6308
4773;Paraná;-51.7490;-24.5005;4816;6041;5729;5194;4468;3498;3104;3335;4326;4552;5225;6072;6249
4774;Paraná;-51.6490;-24.5005;4791;6010;5707;5131;4450;3483;3088;3334;4330;4521;5189;6018;6239
4775;Paraná;-51.5490;-24.5005;4786;5982;5700;5141;4451;3484;3041;3312;4318;4509;5181;6039;6272
4776;Paraná;-51.4490;-24.5005;4825;6069;5758;5198;4485;3490;3058;3318;4319;4513;5258;6091;6349
4777;Paraná;-51.3490;-24.5005;4813;6062;5734;5188;4466;3481;3060;3309;4311;4509;5239;6069;6330
4778;Paraná;-51.2490;-24.5005;4755;5871;5633;5161;4443;3449;3045;3307;4325;4483;5185;5970;6188
4779;Paraná;-51.1490;-24.5005;4725;5829;5595;5117;4409;3421;3029;3311;4288;4461;5145;5937;6154
4780;Paraná;-51.0490;-24.5005;4731;5868;5636;5124;4416;3426;3021;3298;4277;4463;5136;5949;6161
4781;Paraná;-50.9490;-24.5005;4741;5851;5654;5149;4404;3428;3044;3302;4292;4475;5159;5963;6170
4782;Paraná;-50.8490;-24.5005;4693;5742;5540;5095;4354;3419;3014;3311;4303;4457;5094;5883;6111
4783;Paraná;-50.7490;-24.5005;4662;5686;5508;5044;4336;3413;2996;3301;4290;4432;5037;5829;6075
4784;Paraná;-50.6490;-24.5005;4672;5742;5528;5016;4367;3428;2993;3295;4299;4434;5033;5855;6071
4785;Paraná;-50.5490;-24.5005;4666;5717;5493;5002;4363;3429;3012;3295;4297;4460;5039;5848;6038
4786;Paraná;-50.4490;-24.5005;4665;5732;5482;4987;4355;3442;3009;3285;4271;4456;5060;5857;6046
4787;Paraná;-50.3490;-24.5005;4660;5681;5494;4959;4327;3443;3038;3307;4265;4442;5062;5830;6066
4788;Paraná;-50.2490;-24.5005;4649;5659;5467;4926;4309;3439;3054;3323;4286;4447;5066;5774;6039
4789;Paraná;-50.1490;-24.5005;4642;5589;5430;4936;4296;3438;3050;3320;4294;4459;5067;5792;6035
4790;Paraná;-50.0490;-24.5005;4586;5476;5415;4856;4232;3404;3030;3270;4277;4421;4980;5724;5943
4791;Paraná;-49.9490;-24.5005;4528;5416;5382;4753;4182;3354;2996;3232;4243;4368;4908;5634;5870
4792;Paraná;-49.8490;-24.5005;4484;5413;5345;4704;4150;3312;2965;3184;4208;4308;4823;5567;5836
4793;Paraná;-49.7490;-24.5005;4434;5344;5349;4656;4071;3273;2947;3149;4169;4236;4755;5485;5770
4794;Paraná;-49.6490;-24.5005;4416;5313;5352;4651;4055;3275;2943;3120;4152;4206;4715;5451;5759
4795;Paraná;-49.5490;-24.5005;4396;5271;5339;4670;4069;3263;2945;3101;4130;4163;4661;5401;5735
4796;Paraná;-49.4490;-24.5005;4290;5139;5212;4560;3941;3198;2895;3032;4039;4051;4536;5255;5620
4797;Paraná;-49.3490;-24.5005;4224;5107;5172;4515;3890;3149;2840;2953;3960;3948;4439;5160;5557
4798;Paraná;-49.2490;-24.5005;4214;5123;5170;4524;3899;3141;2808;2910;3920;3942;4438;5137;5558
4822;Paraná;-54.3490;-24.4005;4805;6224;5802;5307;4323;3377;2959;3168;4152;4405;5293;6106;6540
4823;Paraná;-54.2490;-24.4005;4819;6267;5839;5347;4343;3382;2966;3168;4147;4393;5292;6125;6552
4824;Paraná;-54.1490;-24.4005;4811;6210;5780;5281;4336;3364;2997;3200;4162;4453;5294;6120;6540
4825;Paraná;-54.0490;-24.4005;4816;6231;5758;5259;4349;3399;3008;3200;4186;4465;5271;6107;6558
4826;Paraná;-53.9490;-24.4005;4826;6216;5707;5255;4367;3420;3032;3212;4210;4496;5310;6133;6556
4827;Paraná;-53.8490;-24.4005;4834;6172;5658;5274;4402;3436;3045;3234;4224;4522;5322;6152;6564
4828;Paraná;-53.7490;-24.4005;4840;6201;5676;5272;4406;3450;3047;3241;4231;4518;5309;6155;6575
4829;Paraná;-53.6490;-24.4005;4850;6290;5712;5242;4406;3452;3052;3249;4232;4533;5308;6156;6568
4830;Paraná;-53.5490;-24.4005;4841;6302;5689;5244;4396;3450;3055;3233;4242;4514;5300;6141;6523
4831;Paraná;-53.4490;-24.4005;4844;6289;5724;5258;4403;3455;3057;3249;4256;4520;5307;6125;6490
4832;Paraná;-53.3490;-24.4005;4844;6256;5717;5284;4392;3473;3055;3256;4274;4534;5317;6095;6469
4833;Paraná;-53.2490;-24.4005;4838;6290;5711;5265;4397;3466;3056;3243;4252;4502;5320;6091;6469
4834;Paraná;-53.1490;-24.4005;4829;6266;5691;5241;4410;3475;3049;3237;4238;4478;5283;6097;6486
4835;Paraná;-53.0490;-24.4005;4826;6229;5671;5225;4444;3484;3056;3252;4226;4468;5263;6083;6502
4836;Paraná;-52.9490;-24.4005;4822;6228;5655;5180;4458;3489;3076;3275;4212;4481;5257;6057;6500
4837;Paraná;-52.8490;-24.4005;4813;6222;5628;5151;4444;3492;3077;3286;4217;4480;5247;6025;6481
4838;Paraná;-52.7490;-24.4005;4812;6262;5632;5071;4440;3499;3095;3307;4237;4473;5239;6002;6485
4839;Paraná;-52.6490;-24.4005;4821;6287;5657;5129;4401;3507;3136;3321;4234;4472;5238;5993;6478
4840;Paraná;-52.5490;-24.4005;4820;6275;5674;5117;4398;3510;3135;3324;4256;4471;5245;5985;6456
4841;Paraná;-52.4490;-24.4005;4813;6214;5711;5139;4402;3486;3117;3348;4284;4462;5223;5976;6392
4842;Paraná;-52.3490;-24.4005;4772;6108;5629;5093;4387;3441;3070;3340;4296;4468;5165;5953;6318
4843;Paraná;-52.2490;-24.4005;4799;6075;5641;5155;4438;3472;3094;3340;4305;4492;5193;6049;6329
4844;Paraná;-52.1490;-24.4005;4845;6113;5725;5242;4502;3518;3113;3338;4328;4543;5252;6135;6339
4845;Paraná;-52.0490;-24.4005;4868;6138;5768;5287;4540;3520;3125;3344;4334;4563;5267;6170;6360
4846;Paraná;-51.9490;-24.4005;4869;6116;5750;5293;4546;3518;3132;3344;4327;4564;5284;6167;6387
4847;Paraná;-51.8490;-24.4005;4843;6075;5737;5255;4515;3505;3114;3338;4324;4546;5259;6111;6335
4848;Paraná;-51.7490;-24.4005;4825;6082;5748;5175;4477;3513;3119;3349;4341;4520;5214;6053;6308
4849;Paraná;-51.6490;-24.4005;4826;6059;5740;5180;4487;3516;3110;3351;4365;4530;5211;6047;6315
4850;Paraná;-51.5490;-24.4005;4827;6055;5710;5212;4523;3499;3067;3348;4350;4532;5223;6100;6308
4851;Paraná;-51.4490;-24.4005;4829;6066;5736;5197;4524;3495;3045;3310;4330;4526;5266;6093;6360
4852;Paraná;-51.3490;-24.4005;4798;6000;5719;5173;4500;3490;3042;3302;4310;4506;5212;6038;6287
4853;Paraná;-51.2490;-24.4005;4789;5902;5655;5206;4475;3467;3070;3347;4345;4514;5228;6009;6250
4854;Paraná;-51.1490;-24.4005;4784;5920;5648;5186;4475;3453;3067;3331;4335;4508;5201;6027;6259
4855;Paraná;-51.0490;-24.4005;4786;5940;5673;5232;4471;3459;3062;3320;4323;4504;5191;6004;6255
4856;Paraná;-50.9490;-24.4005;4758;5864;5657;5161;4423;3465;3064;3320;4327;4491;5174;5969;6182
4857;Paraná;-50.8490;-24.4005;4705;5759;5563;5080;4386;3432;3018;3314;4331;4472;5097;5887;6119
4858;Paraná;-50.7490;-24.4005;4680;5703;5517;5043;4375;3419;3008;3317;4316;4453;5055;5856;6096
4859;Paraná;-50.6490;-24.4005;4670;5726;5510;5004;4386;3417;3014;3288;4312;4440;5028;5844;6076
4860;Paraná;-50.5490;-24.4005;4666;5693;5481;4995;4381;3441;3024;3298;4320;4466;5033;5823;6033
4861;Paraná;-50.4490;-24.4005;4660;5613;5489;5011;4382;3478;3038;3303;4313;4461;5043;5796;5991
4862;Paraná;-50.3490;-24.4005;4661;5645;5503;4988;4355;3466;3062;3319;4299;4465;5066;5770;5995
4863;Paraná;-50.2490;-24.4005;4650;5648;5495;4917;4324;3455;3077;3326;4302;4455;5051;5762;5985
4864;Paraná;-50.1490;-24.4005;4644;5603;5458;4903;4300;3456;3079;3330;4314;4465;5037;5770;6008
4865;Paraná;-50.0490;-24.4005;4630;5532;5451;4893;4275;3448;3068;3348;4316;4474;5026;5733;6002
4866;Paraná;-49.9490;-24.4005;4599;5458;5425;4831;4265;3421;3053;3328;4293;4461;5005;5703;5942
4867;Paraná;-49.8490;-24.4005;4584;5447;5428;4785;4250;3402;3056;3295;4284;4431;4997;5669;5958
4868;Paraná;-49.7490;-24.4005;4516;5400;5389;4722;4148;3353;3010;3248;4235;4350;4883;5572;5889
4869;Paraná;-49.6490;-24.4005;4478;5380;5376;4695;4127;3335;2991;3201;4205;4292;4790;5511;5831
4870;Paraná;-49.5490;-24.4005;4458;5333;5368;4650;4107;3323;2995;3196;4225;4275;4741;5470;5815
4871;Paraná;-49.4490;-24.4005;4397;5289;5332;4618;4074;3269;2967;3131;4141;4174;4667;5367;5734
4872;Paraná;-49.3490;-24.4005;4373;5257;5318;4638;4046;3254;2951;3111;4118;4118;4629;5338;5700
4873;Paraná;-49.2490;-24.4005;4365;5223;5302;4637;4041;3251;2948;3116;4111;4149;4612;5295;5701
4899;Paraná;-54.3490;-24.3005;4816;6228;5801;5320;4323;3403;2980;3187;4165;4438;5291;6122;6539
4900;Paraná;-54.2490;-24.3005;4827;6261;5843;5306;4354;3399;2992;3205;4159;4432;5293;6102;6572
4901;Paraná;-54.1490;-24.3005;4834;6246;5841;5300;4364;3389;3013;3228;4181;4475;5306;6093;6571
4902;Paraná;-54.0490;-24.3005;4839;6225;5814;5276;4378;3421;3027;3222;4200;4503;5311;6125;6565
4903;Paraná;-53.9490;-24.3005;4840;6211;5763;5274;4382;3440;3050;3220;4221;4513;5306;6134;6562
4904;Paraná;-53.8490;-24.3005;4848;6180;5734;5311;4400;3445;3079;3236;4235;4541;5312;6148;6552
4905;Paraná;-53.7490;-24.3005;4852;6203;5756;5289;4405;3463;3061;3240;4248;4524;5317;6164;6556
4906;Paraná;-53.6490;-24.3005;4864;6240;5804;5306;4412;3475;3052;3260;4242;4530;5329;6163;6552
4907;Paraná;-53.5490;-24.3005;4858;6289;5757;5254;4407;3479;3058;3242;4266;4528;5341;6146;6534
4908;Paraná;-53.4490;-24.3005;4857;6274;5764;5271;4415;3481;3051;3254;4260;4529;5325;6134;6520
4909;Paraná;-53.3490;-24.3005;4857;6245;5795;5297;4430;3491;3052;3250;4267;4525;5332;6101;6506
4910;Paraná;-53.2490;-24.3005;4859;6269;5792;5310;4439;3492;3056;3237;4266;4494;5331;6113;6515
4911;Paraná;-53.1490;-24.3005;4842;6260;5759;5258;4432;3484;3049;3238;4235;4482;5306;6093;6508
4912;Paraná;-53.0490;-24.3005;4845;6239;5730;5233;4449;3495;3070;3274;4238;4505;5317;6082;6507
4913;Paraná;-52.9490;-24.3005;4850;6202;5742;5233;4470;3499;3096;3303;4248;4512;5319;6101;6475
4914;Paraná;-52.8490;-24.3005;4847;6184;5755;5226;4457;3497;3107;3324;4249;4502;5318;6076;6470
4915;Paraná;-52.7490;-24.3005;4843;6200;5724;5188;4436;3498;3126;3343;4257;4501;5313;6050;6487
4916;Paraná;-52.6490;-24.3005;4833;6231;5668;5166;4404;3525;3149;3358;4228;4493;5283;6024;6459
4917;Paraná;-52.5490;-24.3005;4833;6212;5667;5166;4403;3515;3148;3366;4258;4503;5274;6013;6475
4918;Paraná;-52.4490;-24.3005;4821;6150;5687;5142;4401;3485;3126;3374;4298;4503;5247;5992;6447
4919;Paraná;-52.3490;-24.3005;4802;6092;5685;5114;4417;3479;3089;3352;4295;4488;5189;6011;6411
4920;Paraná;-52.2490;-24.3005;4818;6061;5677;5157;4457;3499;3097;3356;4309;4511;5208;6083;6403
4921;Paraná;-52.1490;-24.3005;4853;6082;5683;5252;4514;3524;3110;3369;4340;4556;5250;6163;6388
4922;Paraná;-52.0490;-24.3005;4878;6104;5778;5290;4570;3538;3104;3367;4345;4579;5291;6182;6394
4923;Paraná;-51.9490;-24.3005;4884;6113;5819;5292;4573;3540;3118;3367;4339;4574;5298;6177;6394
4924;Paraná;-51.8490;-24.3005;4854;6070;5757;5255;4556;3503;3148;3354;4336;4550;5272;6107;6333
4925;Paraná;-51.7490;-24.3005;4849;6051;5771;5242;4527;3513;3138;3367;4355;4528;5255;6092;6348
4926;Paraná;-51.6490;-24.3005;4847;6047;5759;5247;4535;3511;3126;3370;4373;4551;5243;6069;6334
4927;Paraná;-51.5490;-24.3005;4855;6038;5769;5260;4537;3510;3100;3380;4399;4563;5247;6129;6325
